name,sku,size,description,available,sortOrder,collections,imageUrl
"4"" Vegetables - Assorted",5110088000,"4""","A garden-ready vegetable start for growing fresh produce at home. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_9133a6b3ce8f4006a345fe1541981741~mv2.jpg
"4"" Fishbone Cactus",5110194200,"4""","An unusual epiphytic cactus with zigzagging, fishbone-shaped stems and a graceful trailing habit. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,db81aa_a7794f49cfd0480fab170f91f6218b41~mv2.jpg
"2"" Echeveria - Assorted",5506050000,"2""","A rosette-forming succulent with plump, colourful leaves arranged in a beautiful geometric pattern. Give it as much bright light as possible, including several hours of direct sun. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_d6f093165fa646418ba7224409028da8~mv2.jpg;23f81e_d80a7c41d47b465f996fd231089f4888~mv2.jpg;23f81e_45fe5d2b41a0498f9484aaebb7111180~mv2.jpg;23f81e_4f955fdba3124de1bc778fc7a9971ea1~mv2.jpg
"2"" Succulents - Assorted",5510000000,"2""","A water-wise, low-maintenance plant with thick, fleshy leaves in a range of forms and colours. Give it as much bright light as possible, including several hours of direct sun. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_24e394b4a8654b5b9133e7f2b4ab6505~mv2.jpg
"4"" Succulents - Assorted",5510000000,"4""","A water-wise, low-maintenance plant with thick, fleshy leaves in a range of forms and colours. Give it as much bright light as possible, including several hours of direct sun. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_67b196dcbfcb4da0b5bcbd8f784f92a3~mv2.jpg;23f81e_b10613d355d84ce88ac0ecfaf9624be8~mv2.jpg;23f81e_c82294fc36024482b01ebedd524894e0~mv2.jpg;23f81e_e27b86d719184c0a91910d3d4f50e399~mv2.jpg;23f81e_b3592a93c6014733bb14e20c5b8a9dc8~mv2.jpg;23f81e_4fd2c9e63fd84684b3088ed4342d2d27~mv2.jpg;23f81e_121541b776bb46d28a4623b00655bd6f~mv2.jpg;23f81e_605dbfd448c9483fa685757bd0c8e8cc~mv2.jpg;23f81e_c7d3bfc2ae364d7e988c33abbf64178e~mv2.jpg;23f81e_2fe65c6740a64156824caa2cd26b5cf9~mv2.jpg;23f81e_11f78ba281a24553862c9a496d1e91f9~mv2.jpg;23f81e_d262e9f4fccc4844b1a676688890a2d3~mv2.jpg;23f81e_262e4c7a99004e8b8c757dc8428c05ae~mv2.jpg;23f81e_aa33d2a8918c4b038ce09c93fc063e55~mv2.jpg;23f81e_63812c5fd65b412dbbd35e0484858cd0~mv2.jpg
"4"" Aloe Vera",5510016000,"4""","A well-known medicinal succulent with thick, spiny-edged leaves filled with soothing gel. Prefers bright light with some direct sun each day. Water sparingly and only once the soil is completely dry; excellent drainage is essential. A handy plant to keep in the kitchen for minor burns and skin care. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_5a845f2de8144375943b6d5d87399159~mv2_d_3000_2000_s_2.jpg
"4"" Jade",5510030000,"4""","A classic, easy-care succulent with thick, glossy, coin-shaped leaves on woody stems. Prefers bright light with some direct sun each day. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Can live for decades and is easily propagated from a single leaf. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Cacti & Succulents,
"4"" Echeveria - Assorted",5510050000,"4""","A rosette-forming succulent with plump, colourful leaves arranged in a beautiful geometric pattern. Give it as much bright light as possible, including several hours of direct sun. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_86089561d4b949cd8a79e4a886dc588a~mv2.jpg;23f81e_5230f45be5664a928564dfb95c2f5a23~mv2.jpg;23f81e_39a62e5852e641b88a404f1c8a7305fa~mv2.jpg
"4"" Hawarthia",5510060000,"4""","A compact, patterned succulent with firm, dark green leaves often marked with white striping or bumps. Provide bright, indirect light for best growth and colour. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_d12d46c3c92f47bbbcc72a137a49fe0f~mv2.jpg
"6"" Aloe Vera",5515016000,"6""","A well-known medicinal succulent with thick, spiny-edged leaves filled with soothing gel. Prefers bright light with some direct sun each day. Water sparingly and only once the soil is completely dry; excellent drainage is essential. A handy plant to keep in the kitchen for minor burns and skin care. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_75d219fa8c444ee4ad3f60304990fe11~mv2.jpg
"6"" Jade - Regular",5515030000,"6""","A classic, easy-care succulent with thick, glossy, coin-shaped leaves on woody stems. Prefers bright light with some direct sun each day. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Can live for decades and is easily propagated from a single leaf. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_8fb483c232724ed08920851b053a7b43~mv2.jpg
"4"" Hens and Chicks",6110195000,"4""","A cold-hardy, rosette-forming succulent that spreads via small offset ""chicks"" around the central ""hen."" Needs full sun (6+ hours of direct light daily) to perform its best. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_22fdfdff86cb4c348b609c0ba434a33b~mv2.jpg
"4"" Lavender",6610400000,"4""","A fragrant, drought-tolerant perennial with silvery foliage and spikes of aromatic purple flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Very drought tolerant once established and needs only occasional watering. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_2260053c83cc41efa3905bc8a4a4bf47~mv2.jpg
"4"" Bacopa",6610505000,"4""","A dainty, spreading annual covered in tiny star-shaped flowers, ideal for spilling over container edges. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",FALSE,,Outdoor Items,23f81e_8e70ca7f25e3452b87a5c61f195a100c~mv2.jpg
"4"" Bidens",6610506600,"4""","A cheerful, free-flowering annual with bright yellow, daisy-like blooms and a trailing habit. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",FALSE,,Outdoor Items,23f81e_92ab70c532774215a8d034012245cc39~mv2.jpg
"4"" Scotch Heather",6610507000,"4""","A compact, cold-tolerant flowering shrub covered in tiny, dense blooms, popular for seasonal colour. Needs full sun (6+ hours of direct light daily) to perform its best. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_b8fe95b183454da39f7bda2c7a42a3ab~mv2.jpg
"4"" Heather - Erica Assorted",6610507000,"4""","A compact, cold-tolerant flowering shrub covered in tiny, dense blooms, popular for seasonal colour. Needs full sun (6+ hours of direct light daily) to perform its best. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_08008b20bfce497d95b39ceccbe9a83e~mv2.jpg
"4"" Dahlia",6610512700,"4""","A show-stopping summer bloomer with large, intricately layered flowers in vivid colours. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_cf9e51fd6faa4c4691ca484d4a041ab4~mv2.jpg
"4"" Dianthus - Kahori",6610515100,"4""","A fragrant, cottage-garden favourite with fringed, colourful blooms above grassy blue-green foliage. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_a7f89bdb02c24add937b8acabb5430ec~mv2.jpg
"4"" Grasses - Ornamental",6610522200,"4""","A textural ornamental grass that adds movement and structure to garden beds and containers. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_80cb805533164d8cab6309df16cafebc~mv2.jpg
"4"" Miniature Hostas",6610525000,"4""","A petite hosta variety grown for its lush, compact, shade-loving foliage. Best suited to shade or filtered light; protect from strong direct sun. Keep soil evenly moist and never let it dry out completely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_2de647b95d9946959ec44437ddb67e7c~mv2.jpg
"4"" Ipomoea - Potato Vine - Lime",6610526000,"4""","Also known as Potato Vine, a fast-growing trailing plant with bright, colourful heart-shaped leaves. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_8b0f5774b2424946b95a2a1bb63eb91f~mv2.jpg
"4"" Marigold",6610550000,"4""","A cheerful, easy-care annual with bright, ruffled blooms that help deter garden pests. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_ce2d496784564615a0c58691eca6b7d0~mv2.jpg
"4"" Osteospermum - African Daisy",6610559500,"4""","Also called African Daisy, a cheerful, sun-loving bloomer with bright, daisy-like flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_c9ab952320d1477996dc6de2c5f158dd~mv2.jpg
"4"" Rosemary - Upright",6610567500,"4""","A fragrant, drought-tolerant culinary herb with needle-like leaves, equally at home in the garden or kitchen. Needs full sun (6+ hours of direct light daily) to perform its best. Very drought tolerant once established and needs only occasional watering. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_3083b07de151429da7cc646fe37d33d6~mv2.jpg
"4"" Salvia - Blue",6610574000,"4""","A pollinator-friendly perennial with tall spikes of vivid blue or purple flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_46b10868c6c6403e9d039da8e5514603~mv2.jpg
"4"" Dusty Miller",6610575800,"4""","A striking foliage plant with soft, silvery-white, lacy leaves that pair beautifully with any bloom colour. Needs full sun (6+ hours of direct light daily) to perform its best. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_3901ced4399544dfb67ea2fd0491c9c3~mv2.jpg
"4"" Petunia - Cascading",6610576000,"4""","A prolific, easy-care annual that produces a nonstop flush of colourful trumpet-shaped blooms. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_f6a978f7b2fb45aaae17743c41ae3713~mv2.jpg
"4"" Calibrachoa",6610576500,"4""","A compact, mounding annual covered in tiny, petunia-like blooms all summer long. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_cbef4e49b2ee4b0192f208d79d045890~mv2.jpg
"4"" Balloon Flower",6610577500,"4""","A charming perennial with buds that inflate like tiny balloons before opening into star-shaped blooms. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_60842e4be0644950b5460f01e6cf8d69~mv2.jpg
"4"" Pansy - Assorted",6610584000,"4""","A cool-season favourite with cheerful, face-like blooms in a wide range of colours. Needs full sun (6+ hours of direct light daily) to perform its best. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_798934fca07848c3bd192ef6119bb094~mv2.jpg
"4"" Herbs - Assorted",6610585000,"4""","A selection of culinary herbs, ready to plant into a kitchen garden or container for fresh seasoning year-round. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_9f8397e901594e13a44b72f4de7fc040~mv2.jpg
1gal Columbine,6615500600,1gal,"A graceful cottage-garden perennial with distinctive spurred flowers in a range of colours. Grows best in part sun to light shade. Water regularly to keep the root zone consistently moist, especially during hot weather. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_89da2bd13fe44cf78ac556db91f87daf~mv2.jpg;23f81e_4de196f04b0840458d9070f1eb5b8122~mv2.jpg
"6"" Scotch Heather",6615507000,"6""","A compact, cold-tolerant flowering shrub covered in tiny, dense blooms, popular for seasonal colour. Needs full sun (6+ hours of direct light daily) to perform its best. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_2c2f2e9328144d47a39c4f81f84e05d6~mv2.jpg
1 Gal Canna Lily,6615508000,1gal,"A bold, tropical-looking perennial with large paddle-shaped leaves and vivid, exotic blooms. Needs full sun (6+ hours of direct light daily) to perform its best. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,db81aa_9b91d58be62a4e23ba7f85b5fa5c8562~mv2.jpg
1 gal Shasta Daisy - White,6615508500,1gal,"A classic cottage-garden perennial with crisp white, yellow-centred daisy blooms. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_a3d565d222f848a2aea85e076deb2560~mv2.jpg
"6"" Coleus - HY. ""Kong""",6615509700,"6""","A vibrant foliage plant with richly patterned, multicoloured leaves that brighten shade gardens and containers. Grows best in part sun to light shade. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_373a841daab842fd95f4c8028cd07117~mv2.jpg
1gal Echinacea - Assorted,6615520000,1gal,"Also known as Coneflower, a tough, pollinator-friendly perennial with daisy-like blooms and prominent centre cones. Needs full sun (6+ hours of direct light daily) to perform its best. Very drought tolerant once established and needs only occasional watering. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_a8904ee7a25348a1bcd9d605eb35c028~mv2.jpg
1gal Gaura Belleza,6615520700,1gal,"A light, airy perennial with delicate, butterfly-shaped flowers on slender, wiry stems. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_9678df245f0d450699311b6917662fb4~mv2.jpg
1gal Hosta,6615525000,1gal,"A shade-garden staple grown for its lush, often variegated foliage and spikes of summer flowers. Best suited to shade or filtered light; protect from strong direct sun. Keep soil evenly moist and never let it dry out completely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_18babed4dee7479f9f932ae3b4d56f87~mv2.jpg;23f81e_2044a02788674fada6ada4b307d1b170~mv2.jpg;23f81e_95b392f111514d89ae6e94cde0413497~mv2.jpg;23f81e_22974640c92a4d3f9d563fd501f7d1c5~mv2.jpg
"6"" Sunflower",6615527500,"6""","A cheerful, sun-loving bloomer with a large, bold flower head that tracks the sun. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_36377ae198c24b8780b3e4396205e84f~mv2.jpg
"6"" Helleborus",6615528000,"6""","Also known as Christmas or Lenten Rose, a cold-hardy perennial with elegant, nodding winter and early-spring blooms. Best suited to shade or filtered light; protect from strong direct sun. Keep soil evenly moist and never let it dry out completely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_320c92b095764e6d9df5457bebb91415~mv2.jpg
1gal Rudbeckia,6615570000,1gal,"Also known as Black-Eyed Susan, a tough, cheerful perennial with golden daisy-like blooms. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_c3f33aa4c7ab4a6086422d5ba3598563~mv2.jpg
"4"" Grafted Cacti",6615730000,"4""","Colourful, top-grafted cacti combining a bright, mutant coloured cap on a hardy green rootstock. Give it as much bright light as possible, including several hours of direct sun. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_41c5cc5d66ff4fbe8c6897a8b1cf9d7a~mv2.jpg
1 Gal Astilbe,6618504000,1gal,"A shade-loving perennial with feathery, plume-like flower spikes and finely cut foliage. Best suited to shade or filtered light; protect from strong direct sun. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_eb9ff2c0d5cf4177986b318461380bf8~mv2.jpg
"4"" Sanseveria Boncel",6618505000,"4""","The classic Snake Plant, prized for its stiff, upright, sculptural leaves and near-indestructible nature. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Tolerates low light and infrequent watering, making it ideal for beginners. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_6f761c58dd40449b9323e1ed66e72923~mv2.jpg
1 Gal Bleeding Heart,6618514000,1gal,"A romantic shade perennial with arching stems of heart-shaped pink or white flowers. Best suited to shade or filtered light; protect from strong direct sun. Keep soil evenly moist and never let it dry out completely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_aa1ecf10b21b418b8e085443757544d3~mv2.jpg
"8"" Spider - Reverse Stripe H.B",6618522200,"8""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_555ad6950cb94b8f877dac3339344681~mv2.jpg
"8"" Lavender",6620539100,"8""","A fragrant, drought-tolerant perennial with silvery foliage and spikes of aromatic purple flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Very drought tolerant once established and needs only occasional watering. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_e96162c2e27c4f65978f611a10967360~mv2.jpg
"6"" Variegated Flax",7006733200,"6""","A bold, strappy-leaved perennial with striking variegated, sword-shaped foliage. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_59fb8a418ed0488e9affac9d8b59cf87~mv2.jpg
"4"" Tomatoes - Assorted",7006782100,"4""","A garden-ready vegetable start for growing your own fresh, homegrown tomatoes. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_d216667040754ec7a34e8525bd636661~mv2.jpg
"6"" Dahlia",7006934900,"6""","A show-stopping summer bloomer with large, intricately layered flowers in vivid colours. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_bddbccfc967d462eaa7ae213359c4119~mv2.jpg
"4"" Money Tree",7006949200,"4""","A popular houseplant with a braided trunk and glossy, umbrella-like leaflets, said to bring good fortune. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_1c7d8e99dfb04aac88ee6cecbb7e7e87~mv2.jpg
"6"" Carnations",7010517800,"6""","A long-lasting classic with ruffled, fragrant blooms in a wide range of colours. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Indoor Flowering,23f81e_dc45844aa1324f248d3b86c418ddd031~mv2.jpg
"6"" Birdsnest Fern",7010708600,"6""","A tropical fern with broad, glossy, ripple-edged fronds that form an attractive rosette. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_5a1a67aefe3048e7a966a8801c775404~mv2.jpg
1 Gal Cordyline - Torbay Dazzler,7010789100,1gal,"A bold, architectural plant with strappy, colourful foliage that adds instant drama to patios and beds. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_80c2532269804643a81b5d05c4444dde~mv2.jpg
"4"" Poinsettia - Assorted",7010845500,"4""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_d79b57ae6f65499f9d10d9ad05e83c9a~mv2.jpg;23f81e_914c483e9b9d401491bf5dcc8ea03feb~mv2.jpg;23f81e_defccf0c5f4c4738b6bf121f0e1a3319~mv2.jpg;23f81e_fb2783293ad14efc94c3254af4d6e6c9~mv2.jpg;23f81e_c7801ce3d607417c8cf43006d2c325be~mv2.jpg
"6"" Blechnum - Silver Lady Fern",7010882900,"6""","Also known as Silver Lady Fern, a bold, upright fern with broad, glossy fronds that form a striking rosette. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_004211a8761b41ddbcbfb0612f9c4132~mv2.jpg
"4"" Pilea Peperomioides",7010981000,"4""","A charming, compact plant with round, coin-shaped or textured leaves that make a fun tabletop accent. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Rotate occasionally for even, symmetrical growth. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_d514d430aafe4068942dfbc8d5cb00d4~mv2.jpg
1 Gal Peony,7015215700,1gal,"A beloved cottage-garden perennial with huge, lush, fragrant blooms in spring and early summer. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_5fb3f7434a7740f6855880e7f99dcd12~mv2.jpg
"7"" Cacti & Succulent Planter",7100550500,"7""","A ready-made arrangement combining an assortment of cacti and succulents in a single low-maintenance planter. Give it as much bright light as possible, including several hours of direct sun. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Pet friendly and non-toxic if ingested.",TRUE,,Cacti & Succulents,23f81e_2787edcfe56346edab22337d2697c583~mv2.jpg
"4"" Bromeliad Neoregelia",7110014900,"4""","A dramatic tropical plant with a bold rosette of foliage and a long-lasting, colourful central bloom spike. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep the central ""cup"" filled with fresh water and mist the leaves regularly; water the soil sparingly. Pet friendly and non-toxic if ingested.",FALSE,,Indoor Flowering,db81aa_226369f2f0ab40b5a8108bd21f38ed36~mv2.jpg
"4"" Bromeliad",7110015500,"4""","A dramatic tropical plant with a bold rosette of foliage and a long-lasting, colourful central bloom spike. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep the central ""cup"" filled with fresh water and mist the leaves regularly; water the soil sparingly. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_2028e6c2cd714657b7f057d28e5501ac~mv2.jpg
"4"" Kale",7110025000,"4""","An ornamental cabbage relative grown for its ruffled, colourful rosette foliage that brightens through cool weather. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_e33439ef1ca5476ca7a1e562bdd785e8~mv2.jpg
"4"" Ornamental Pepper",7110221000,"4""","A compact, colourful plant grown for its clusters of small, vividly coloured decorative peppers. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_07b90e328f054d5ea564659e3d9e2173~mv2.jpg;23f81e_1b6f898ab2034274932327267f9c0e7f~mv2.jpg
"4"" Oxalis",7110286000,"4""","A charming plant with distinctive clover-shaped or triangular foliage that folds up at night. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_679fb724f6dd4469ac34a2dc1ba9f8c5~mv2.jpg
"4"" Frosty Fern - Decorated",7110286300,"4""","A festive, moss-like plant (Selaginella) with frosted, silvery-tipped foliage, often decorated for the holidays. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Christmas,23f81e_d48f0df801cb445b893a8821909696f6~mv2.jpg
"4"" Decorated Oxalis",7110289900,"4""","A charming plant with distinctive clover-shaped or triangular foliage that folds up at night. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_616e2e14e8624f54adabfb29c11946ae~mv2.jpg
"4"" Tillandsia Cyanea",7110330000,"4""","An air plant that grows without soil, absorbing moisture and nutrients through its leaves. Provide bright, indirect light for best growth and colour. Mist or soak in water once or twice a week and shake off excess moisture afterward. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_eaa346d5f73f46b993be1688f739d96e~mv2.jpg
"4"" Zygo - Christmas Cactus",7110530000,"4""","Blooms in cheerful pink, red, or white flowers, triggered by cooler nights and shorter days. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Christmas,23f81e_de65f205278742389228d1c773f7a58c~mv2.jpg;23f81e_7cc222226cb24ad6be15d448859f0ec0~mv2.jpg
"6"" Bromeliad - Silver Vase",7115014000,"6""","A dramatic tropical plant with a bold rosette of foliage and a long-lasting, colourful central bloom spike. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep the central ""cup"" filled with fresh water and mist the leaves regularly; water the soil sparingly. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_a8dd7a036cda4e6ea36ddacd33386f33~mv2.jpg
"6"" Bromeliad Neoregelia",7115014900,"6""","A dramatic tropical plant with a bold rosette of foliage and a long-lasting, colourful central bloom spike. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep the central ""cup"" filled with fresh water and mist the leaves regularly; water the soil sparingly. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,db81aa_17e0c71f526645e8b98043adeb234417~mv2.jpg
"6"" Bromeliad - Vriesia",7115015000,"6""","A dramatic tropical plant with a bold rosette of foliage and a long-lasting, colourful central bloom spike. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep the central ""cup"" filled with fresh water and mist the leaves regularly; water the soil sparingly. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_8dc599d61b494d83a75bce5dedac3d7d~mv2.jpg
